loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.9556450843811035,33.7315673828125,4.804347826086957e-06,15.693069306930694,800,,,,,,,,,,,,,
,,,16.0,816,1.4463266134262085,0.730361280637055,0.5257700886129363,0.5018700730767017,0.5135421573245408,4.5615,44.065,2.85,,,,,
0.9775127410888672,18.657686233520508,4.369565217391305e-06,16.07920792079208,820,,,,,,,,,,,,,
0.8905938148498536,15.177067756652832,3.9347826086956525e-06,16.475247524752476,840,,,,,,,,,,,,,
0.9528249740600586,17.413728713989258,3.5e-06,16.871287128712872,860,,,,,,,,,,,,,
,,,17.0,867,1.457853078842163,0.7318135831076009,0.5319220884620587,0.4525576845618275,0.48904088294730297,4.5655,44.026,2.847,,,,,
0.9024538993835449,21.362483978271484,3.0652173913043482e-06,17.257425742574256,880,,,,,,,,,,,,,
0.901913070678711,20.361186981201172,2.6304347826086957e-06,17.653465346534652,900,,,,,,,,,,,,,
,,,18.0,918,1.4475117921829224,0.7314872230018602,0.5289473684210526,0.4857586742620404,0.5064339062359399,4.5752,43.933,2.841,,,,,
0.9036162376403809,28.815589904785156,2.1956521739130435e-06,18.03960396039604,920,,,,,,,,,,,,,
0.8630952835083008,6.829570770263672,1.7608695652173916e-06,18.435643564356436,940,,,,,,,,,,,,,
0.8800822257995605,20.503969192504883,1.3260869565217393e-06,18.831683168316832,960,,,,,,,,,,,,,
,,,19.0,969,1.506771206855774,0.731405632975425,0.5257784011220197,0.5392715346107371,0.5324394955118736,4.5596,44.082,2.851,,,,,
0.8923759460449219,21.003555297851562,8.91304347826087e-07,19.217821782178216,980,,,,,,,,,,,,,
0.8545577049255371,6.125556945800781,4.5652173913043484e-07,19.613861386138613,1000,,,,,,,,,,,,,
0.8947999954223633,42.411739349365234,2.173913043478261e-08,20.0,1020,,,,,,,,,,,,,
,,,20.0,1020,1.5112104415893555,0.7322215332397768,0.527062503491035,0.5429541400540883,0.5348903123405703,4.5293,44.378,2.87,,,,,
,,,20.0,1020,,,,,,,,,2774.7535,11.597,0.368,8408529631764480.0,1.2847976927663767
,,,20.0,1020,1.030856966972351,0.7399236317352567,0.5327455346998137,0.6744922032337879,0.5952973439642476,4.5019,44.648,2.888,,,,,
,,,20.0,1020,0.9507918357849121,0.750862562341591,0.5004009623095429,0.6954697436569856,0.5820256776034237,4.5434,44.46,2.861,,,,,
,,,20.0,1020,0.9507918357849121,0.750862562341591,0.5004009623095429,0.6954697436569856,0.5820256776034237,4.5469,44.426,2.859,,,,,
